COUNTRY,CODE,CATEGORY,APP NAME,PLAY STORE LINK,APP STORE LINK
France,FR,Communication,Viber,https://play.google.com/store/search?q=viber&c=apps&hl=en_IN,https://apps.apple.com/in/app/rakuten-viber-messenger/id382617920
France,FR,Payments,Lydia (French app),https://play.google.com/store/apps/details?id=com.lydia.app&pli=1,Lydia on the App Store
France,FR,Payments,PayPal,https://play.google.com/store/apps/details?id=com.paypal.android.p2pmobile&hl=en_IN,https://apps.apple.com/in/app/paypal-send-manage-pay/id283646709
France,FR,Hotels,Booking.com,https://play.google.com/store/apps/details?id=com.booking&hl=en,https://apps.apple.com/us/app/booking-com-hotels-travel/id367003839
France,FR,Hotels,Trivago(cheap price),https://play.google.com/store/apps/details?id=com.trivago&hl=en_IN,https://apps.apple.com/in/app/trivago-compare-hotel-prices/id376888389
France,FR,Tourist,GetYourGuide,https://play.google.com/store/apps/details?id=com.getyourguide.android&hl=en_IN,https://apps.apple.com/in/app/getyourguide-plan-book/id705079381
Japan,JP,Travel,Japan Travel by NAVITIME,https://play.google.com/store/apps/details?id=com.navitime.inbound.walk&hl=en_IN,https://apps.apple.com/in/app/japan-travel-smart-transit/id686373726
Japan,JP,Travel,Google Maps,https://play.google.com/store/apps/details?id=com.google.android.apps.maps&hl=en_IN,https://apps.apple.com/in/app/google-maps-transit-food/id585027354
Japan,JP,Weather,tenki.jp (Android/iOS),https://play.google.com/store/apps/details?id=com.jmc.android.tenkura&hl=en_IN,https://apps.apple.com/us/app/tenki-jp-%E6%97%A5%E6%9C%AC%E6%B0%97%E8%B1%A1%E5%8D%94%E4%BC%9A%E3%81%AE%E5%A4%A9%E6%B0%97%E4%BA%88%E5%A0%B1%E3%82%A2%E3%83%97%E3%83%AA-%E9%9B%A8%E9%9B%B2%E3%83%AC%E3%83%BC%E3%83%80%E3%83%BC/id433865746
Japan,JP,Weather,Weathernews,https://play.google.com/store/apps/details?id=jp.co.sorakaze.android.weatherjapan&hl=en_IN,https://apps.apple.com/us/app/tenki-jp-%E6%97%A5%E6%9C%AC%E6%B0%97%E8%B1%A1%E5%8D%94%E4%BC%9A%E3%81%AE%E5%A4%A9%E6%B0%97%E4%BA%88%E5%A0%B1%E3%82%A2%E3%83%97%E3%83%AA-%E9%9B%A8%E9%9B%B2%E3%83%AC%E3%83%BC%E3%83%80%E3%83%BC/id433865746
Japan,JP,Medical,Teladoc Health,https://play.google.com/store/apps/details?id=com.ith.patient&hl=en_IN,https://apps.apple.com/in/app/teladoc-health-patient/id1234068517
Japan,JP,Medical,SugoiMed,https://play.google.com/store/apps/details?id=com.sugoimed_patient&hl=en_IN,SugoiMED on the App Store
Japan,JP,Food,Uber Eats,https://play.google.com/store/apps/details?id=com.ubercab.eats&hl=en_IN,https://apps.apple.com/in/app/uber-eats-food-groceries/id1058959277
Japan,JP,Food,Wolt,https://play.google.com/store/apps/details?id=com.wolt.android&hl=en_IN,https://apps.apple.com/in/app/wolt-delivery-food-and-more/id943905271
Japan,JP,Food,Gurunavi,https://play.google.com/store/apps/details?id=jp.co.gnavi.activity&hl=en_IN,https://apps.apple.com/in/app/%E6%A5%BD%E5%A4%A9%E3%81%90%E3%82%8B%E3%81%AA%E3%81%B3/id311691979
Japan,JP,Communication,LINE: Calls & Messages,https://play.google.com/store/apps/details?id=jp.naver.line.android&hl=en_IN,LINE on the App Store
Japan,JP,Communication,WhatsApp Messenger,https://play.google.com/store/apps/details?id=com.whatsapp&hl=en_IN,https://apps.apple.com/in/app/whatsapp-messenger/id310633997
Japan,JP,Payments,Rakuten Pay,https://play.google.com/store/apps/details?id=com.ebates&hl=en_IN,https://apps.apple.com/in/app/rakuten-cashback-deals/id723134859
Japan,JP,Payments,PayPay,https://play.google.com/store/apps/details?id=com.smart.paypay&hl=en_IN,https://apps.apple.com/in/app/paypay-ao/id1523253553
Japan,JP,Hotels,Rakuten Travel,https://play.google.com/store/apps/details?id=com.rakuten.travel.consumer&hl=en_IN,https://apps.apple.com/in/app/rakuten-travel-hotel-booking/id1491708859
Japan,JP,Hotels,Agoda: Cheap Flights & Hotels,https://play.google.com/store/apps/details?id=com.agoda.mobile.consumer&hl=en_IN,https://apps.apple.com/in/app/agoda-cheap-flights-hotels/id440676901
Thailand,TH,Travel,Google Maps,https://play.google.com/store/apps/details?id=com.google.android.apps.maps&hl=en_IN,https://apps.apple.com/in/app/google-maps-transit-food/id585027354
Thailand,TH,Travel,ViaBus,https://play.google.com/store/apps/details?id=com.indyzalab.transitia&hl=en_IN,https://apps.apple.com/in/app/viabus/id1074208600
Thailand,TH,Medical,Practo,https://play.google.com/store/apps/details?id=com.practo.fabric&hl=en_IN,Practo - Consult Doctor Online on the App Store
Thailand,TH,Medical,Pharmacity,https://play.google.com/store/apps/details?id=com.pharmacity_extracare&hl=en_IN,Pharmacity - Nhà thuốc uy tín on the App Store
Thailand,TH,Medical,Teladoc Health,https://play.google.com/store/apps/details?id=com.ith.patient&hl=en_IN,https://apps.apple.com/in/app/teladoc-health-patient/id1234068517
Thailand,TH,Food,Foodpanda,https://play.google.com/store/apps/details?id=com.global.foodpanda.android&hl=en_IN,https://apps.apple.com/in/app/foodpanda-food-groceries/id758103884
Thailand,TH,Food,GrabFood,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en_IN,https://apps.apple.com/in/app/grab-taxi-ride-food-delivery/id647268330
Thailand,TH,Weather,Thai Meteorological Department ,https://play.google.com/store/apps/details?id=com.tmddev.thaiweather&hl=en_IN,Thai Weather on the App Store
Thailand,TH,Hotels,Agoda,https://play.google.com/store/apps/details?id=com.agoda.mobile.consumer&hl=en_IN,https://apps.apple.com/in/app/agoda-cheap-flights-hotels/id440676901
Thailand,TH,Hotels,Booking.com,https://play.google.com/store/apps/details?id=com.booking&hl=en,https://apps.apple.com/us/app/booking-com-hotels-travel/id367003839
Thailand,TH,Communication,LINE,https://play.google.com/store/apps/details?id=jp.naver.line.android&hl=en_IN,LINE on the App Store
Thailand,TH,Communication,Google Translate,https://play.google.com/store/apps/details?id=com.google.android.apps.translate&hl=en_IN,https://apps.apple.com/in/app/google-translate/id414706506
Thailand,TH,Payments,Wise (formerly TransferWise),https://play.google.com/store/apps/details?id=com.transferwise.android&hl=en_IN,https://apps.apple.com/in/app/wise/id612261027
Thailand,TH,Payments,XE Currency,https://play.google.com/store/apps/details?id=com.xe.currency&hl=en_IN,https://apps.apple.com/in/app/xe-money-transfer-currency/id315241195
United States,US,Travel,1.waze(local google map),https://play.google.com/store/apps/details?id=com.waze&hl=en_IN,https://apps.apple.com/in/app/waze-navigation-live-traffic/id323229106
United States,US,Travel,2.Amtrak app(for rail and transport),https://play.google.com/store/apps/details?id=com.amtrak.rider&hl=en_IN,https://apps.apple.com/in/app/amtrak/id405074003
United States,US,Travel,Here we GO(local g map),https://play.google.com/store/apps/details?id=com.here.app.maps&hl=en_IN,https://apps.apple.com/in/app/here-wego-maps-navigation/id955837609
United States,US,Medical,Teladoc Health,https://play.google.com/store/apps/details?id=com.ith.patient&hl=en_IN,https://apps.apple.com/in/app/teladoc-health-patient/id1234068517
United States,US,Medical,HealthTap,https://play.google.com/store/apps/details?id=com.healthtap.userhtexpress&hl=en_IN,HealthTap Primary Care Doctors on the App Store
United States,US,Hotels,Booking.com,https://play.google.com/store/apps/details?id=com.booking&hl=en,https://apps.apple.com/us/app/booking-com-hotels-travel/id367003839
United States,US,Hotels,Hotels.com,https://play.google.com/store/apps/details?id=com.hcom.android&hl=en,https://apps.apple.com/us/app/hotels-com-book-hotels-more/id284971959
United States,US,Hotels,Expedia,https://play.google.com/store/apps/details?id=com.expedia.bookings&hl=en_IN,https://apps.apple.com/in/app/expedia-travel-hotel-flight/id427916203
United States,US,Food,DoorDash,https://play.google.com/store/apps/details?id=com.dd.doordash&hl=en_IN,https://apps.apple.com/in/app/doordash-food-delivery/id719972451
United States,US,Food,Uber Eats,https://play.google.com/store/apps/details?id=com.ubercab.eats&hl=en_IN,https://apps.apple.com/in/app/uber-eats-food-groceries/id1058959277
United States,US,Weather,AccuWeather,https://play.google.com/store/apps/details?id=com.accuweather.android&hl=en_IN,https://apps.apple.com/in/app/accuweather-weather-forecast/id300048137
United States,US,Weather,The Weather Channel,https://play.google.com/store/apps/details?id=com.weather.Weather&hl=en_IN,https://apps.apple.com/in/app/weather-the-weather-channel/id295646461
United States,US,Communication,WhatsApp,https://play.google.com/store/apps/details?id=com.whatsapp&hl=en_IN,https://apps.apple.com/in/app/whatsapp-messenger/id310633997
United States,US,Communication,Messenger (by Meta),https://play.google.com/store/apps/details?id=com.facebook.orca&hl=en_IN,https://apps.apple.com/in/app/messenger/id454638411
United States,US,Communication,Telegram,https://play.google.com/store/apps/details?id=org.telegram.messenger&hl=en_IN,https://apps.apple.com/in/app/telegram-messenger/id686449807
United States,US,Payments,PayPal,https://play.google.com/store/apps/details?id=com.paypal.android.p2pmobile&hl=en_IN,https://apps.apple.com/in/app/paypal-send-manage-pay/id283646709
United States,US,Payments,Google Wallet,https://play.google.com/store/apps/details?id=com.google.android.apps.walletnfcrel&hl=en_IN,https://apps.apple.com/in/app/google-pay-save-pay-manage/id1193357041
Italy,IT,Travel, CityMapper,https://play.google.com/store/search?q=citymapper%20france&c=apps&hl=en_IN,https://apps.apple.com/in/app/citymapper-your-transport-app/id469463298
Italy,IT,Travel,Omio,https://play.google.com/store/apps/details?id=com.goeuro.rosie&hl=en_IN,https://apps.apple.com/in/app/omio-train-bus-and-flight/id885372509
Italy,IT,Travel,Google Maps,https://play.google.com/store/apps/details?id=com.google.android.apps.maps&hl=en_IN,https://apps.apple.com/in/app/google-maps-transit-food/id585027354
Italy,IT,Medical,Doctoralia,https://play.google.com/store/apps/details?id=com.one_mobile&hl=en_IN,Doctoralia - Mexico on the App Store
Italy,IT,Hotels,Booking.com,https://play.google.com/store/apps/details?id=com.booking&hl=en,https://apps.apple.com/us/app/booking-com-hotels-travel/id367003839
Italy,IT,Hotels,Expedia,https://play.google.com/store/apps/details?id=com.expedia.bookings&hl=en_IN,https://apps.apple.com/in/app/expedia-travel-hotel-flight/id427916203
Italy,IT,Weather,AccuWeather,https://play.google.com/store/apps/details?id=com.accuweather.android&hl=en_IN,https://apps.apple.com/in/app/accuweather-weather-forecast/id300048137
Italy,IT,Weather,1Weather,https://play.google.com/store/apps/details?id=com.handmark.expressweather&hl=en_IN,https://apps.apple.com/in/app/1weather-forecast-and-radar/id1044809694
Italy,IT,Communication,WhatsApp Messenger,https://play.google.com/store/apps/details?id=com.whatsapp&hl=en_IN,https://apps.apple.com/in/app/whatsapp-messenger/id310633997
Italy,IT,Communication,Telegram,https://play.google.com/store/apps/details?id=org.telegram.messenger&hl=en_IN,https://apps.apple.com/in/app/telegram-messenger/id686449807
Italy,IT,Food,Just Eat,https://play.google.com/store/apps/details?id=com.justeat.app.uk&hl=en_IN,https://apps.apple.com/in/app/just-eat-food-delivery/id566347057
Italy,IT,Food,Glovo,https://play.google.com/store/apps/details?id=com.glovo&hl=en_IN,https://apps.apple.com/in/app/glovo-food-grocery-delivery/id951812684
Italy,IT,Payments,PayPal,https://play.google.com/store/apps/details?id=com.paypal.android.p2pmobile&hl=en_IN,https://apps.apple.com/in/app/paypal-send-manage-pay/id283646709
Italy,IT,Payments,Revolut,https://play.google.com/store/apps/details?id=com.revolut.revolut&hl=en_IN,https://apps.apple.com/in/app/revolut-mobile-finance/id932493382
Spain,ES,Travel, Freenow,https://play.google.com/store/apps/details?id=taxi.android.client&hl=en_IN,https://apps.apple.com/in/app/freenow-taxi-and-more/id357852748
Spain,ES,Travel, CityMapper,https://play.google.com/store/search?q=citymapper%20france&c=apps&hl=en_IN,https://apps.apple.com/in/app/citymapper-your-transport-app/id469463298
Spain,ES,Medical,med & pill reminder MyTherapy,https://play.google.com/store/apps/details?id=eu.smartpatient.mytherapy&hl=en_IN,https://apps.apple.com/in/app/mytherapy-medication-reminder/id662170995
Spain,ES,Hotels,Booking.com,https://play.google.com/store/apps/details?id=com.booking&hl=en,https://apps.apple.com/us/app/booking-com-hotels-travel/id367003839
Spain,ES,Hotels,Hotels.com,https://play.google.com/store/apps/details?id=com.hcom.android&hl=en,https://apps.apple.com/us/app/hotels-com-book-hotels-more/id284971959
Spain,ES,Hotels,Expedia,https://play.google.com/store/apps/details?id=com.expedia.bookings&hl=en_IN,https://apps.apple.com/in/app/expedia-travel-hotel-flight/id427916203
Spain,ES,Weather,AEMET – El Tiempo,https://play.google.com/store/apps/details?id=es.aemet&hl=en_IN,https://apps.apple.com/es/app/aemet-el-tiempo/id1031694166
Spain,ES,Weather,AccuWeather,https://play.google.com/store/apps/details?id=com.accuweather.android&hl=en_IN,https://apps.apple.com/in/app/accuweather-weather-forecast/id300048137
Spain,ES,Communication,WhatsApp Messenger,https://play.google.com/store/apps/details?id=com.whatsapp&hl=en_IN,https://apps.apple.com/in/app/whatsapp-messenger/id310633997
Spain,ES,Communication,Telegram,https://play.google.com/store/apps/details?id=org.telegram.messenger&hl=en_IN,https://apps.apple.com/in/app/telegram-messenger/id686449807
Spain,ES,Communication,Signal,https://play.google.com/store/apps/details?id=org.thoughtcrime.securesms&hl=en_IN,https://apps.apple.com/in/app/signal-private-messenger/id874139669
Spain,ES,Food,Glovo,https://play.google.com/store/apps/details?id=com.glovo&hl=en_IN,https://apps.apple.com/in/app/glovo-food-grocery-delivery/id951812684
Spain,ES,Food,Just Eat Spain,https://play.google.com/store/apps/details?id=com.justeat.app.uk&hl=en_IN,https://apps.apple.com/in/app/just-eat-food-delivery/id566347057
Spain,ES,Payments,PayPal,https://play.google.com/store/apps/details?id=com.paypal.android.p2pmobile&hl=en_IN,https://apps.apple.com/in/app/paypal-send-manage-pay/id283646709
Spain,ES,Payments,Revolut,https://play.google.com/store/search?q=revolut&c=apps&hl=en_IN,https://apps.apple.com/in/app/revolut-mobile-finance/id932493382
Turkey,TR,Travel,Trafi,https://play.google.com/store/apps/details?id=com.trafi.android.tr&hl=en_IN,https://apps.apple.com/in/app/trafi/id791973944
Turkey,TR,Travel,BiTaksi,https://play.google.com/store/apps/details?id=com.bitaksi.musteri&hl=en_IN,https://apps.apple.com/in/app/bitaksi-your-closest-taxi/id589500723
Turkey,TR,Travel,Uber,https://play.google.com/store/apps/details?id=com.ubercab&hl=en_IN,https://apps.apple.com/in/app/uber-request-a-ride/id368677368
Turkey,TR,Medical,Google Fit / Samsung Health,https://play.google.com/store/apps/details?id=com.google.android.apps.fitness&hl=en_IN,https://apps.apple.com/in/app/google-fit-activity-tracker/id1433864494
Turkey,TR,Medical,e-Nabız (E-Nabiz),https://play.google.com/store/apps/details?id=tr.gov.saglik.enabiz&hl=en_IN,e-Nabız on the App Store
Turkey,TR,Medical,Medicana Mobile,https://play.google.com/store/apps/details?id=net.medrics.medicana&hl=en_IN,Medicana Mobil Uygulaması on the App Store
Turkey,TR,Hotels,Expedia,https://play.google.com/store/apps/details?id=com.expedia.bookings&hl=en_IN,https://apps.apple.com/in/app/expedia-travel-hotel-flight/id427916203
Turkey,TR,Hotels,Agoda,https://play.google.com/store/apps/details?id=com.agoda.mobile.consumer&hl=en_IN,https://apps.apple.com/in/app/agoda-cheap-flights-hotels/id440676901
Turkey,TR,Weather,1Weather,https://play.google.com/store/apps/details?id=com.handmark.expressweather&hl=en_IN,https://apps.apple.com/in/app/1weather-forecast-and-radar/id1044809694
Turkey,TR,Communication,WhatsApp,https://play.google.com/store/apps/details?id=com.whatsapp&hl=en_IN,https://apps.apple.com/in/app/whatsapp-messenger/id310633997
Turkey,TR,Communication,Telegram,https://play.google.com/store/apps/details?id=org.telegram.messenger&hl=en_IN,https://apps.apple.com/in/app/telegram-messenger/id686449807
Turkey,TR,Food,Yemeksepeti,https://play.google.com/store/apps/details?id=com.inovel.app.yemeksepeti&hl=en_IN,https://apps.apple.com/in/app/yemeksepeti-food-grocery/id373034841
Turkey,TR,Food,GetirYemek,https://play.google.com/store/apps/details?id=com.getir&hl=en_IN,https://apps.apple.com/in/app/getir-groceries-food-beyond/id995280265
Turkey,TR,Food,Zomato,https://play.google.com/store/apps/details?id=com.application.zomato&hl=en_IN,https://apps.apple.com/in/app/zomato-food-delivery-dining/id434613896
Turkey,TR,Payments,Papara,https://play.google.com/store/apps/details?id=com.mobillium.papara&hl=en_IN,https://apps.apple.com/in/app/papara/id1146507477
Germany,DE,Travel,DB Navigator,https://play.google.com/store/apps/details?id=de.hafas.android.db&hl=en_IN,https://apps.apple.com/in/app/db-navigator/id343555245
Germany,DE,Travel,Citymapper,https://play.google.com/store/search?q=citymapper%20france&c=apps&hl=en_IN,https://apps.apple.com/in/app/citymapper-your-transport-app/id469463298
Germany,DE,Medical,Doctolib,https://play.google.com/store/search?q=Doctolib&c=apps&hl=en_IN,https://apps.apple.com/in/app/doctolib-your-health-partner/id925339063
Germany,DE,Medical,TeleClinic,https://play.google.com/store/apps/details?id=com.teleClinic.teleClinic&hl=en_IN,https://apps.apple.com/in/app/teleclinic-online-arzt/id1094776229
Germany,DE,Hotels,HotelTonight,https://play.google.com/store/apps/details?id=com.hoteltonight.android.prod&hl=en_IN,https://apps.apple.com/in/app/hoteltonight-hotel-deals/id407690035
Germany,DE,Hotels,Booking.com,https://play.google.com/store/apps/details?id=com.booking&hl=en,https://apps.apple.com/us/app/booking-com-hotels-travel/id367003839
Germany,DE,Weather,WetterOnline,https://play.google.com/store/apps/details?id=de.wetteronline.wetterapp&hl=en,https://apps.apple.com/us/app/weather-radar-storm-alerts/id545993260
Germany,DE,communication,WhatsApp,https://play.google.com/store/apps/details?id=com.whatsapp&hl=en_IN,https://apps.apple.com/in/app/whatsapp-messenger/id310633997
Germany,DE,communication,Threema,https://play.google.com/store/apps/details?id=ch.threema.app&hl=en_IN,https://apps.apple.com/in/app/threema-the-secure-messenger/id578665578
Germany,DE,Food,Lieferando.de,https://play.google.com/store/apps/details?id=com.yopeso.lieferando&hl=en_IN,https://apps.apple.com/de/app/lieferando-de-food-bestellen/id651284374
Germany,DE,Food,Wolt,https://play.google.com/store/apps/details?id=com.wolt.android&hl=en_IN,https://apps.apple.com/in/app/wolt-delivery-food-and-more/id943905271
Germany,DE,Payments,N26,https://play.google.com/store/apps/details?id=de.number26.android&hl=en_IN,https://apps.apple.com/in/app/n26-love-your-bank/id956857223
Germany,DE,Payments,Revolut,https://play.google.com/store/search?q=revolut&c=apps&hl=en_IN,https://apps.apple.com/in/app/revolut-mobile-finance/id932493382
Mexico,MX,Travel,Google Maps,https://play.google.com/store/apps/details?id=com.google.android.apps.maps&hl=en_IN,https://apps.apple.com/in/app/google-maps-transit-food/id585027354
Mexico,MX,Travel,Despegar,https://play.google.com/store/apps/details?id=com.gm.despegar&hl=en_IN,https://apps.apple.com/us/app/despegar-vuelos-y-hoteles/id376506660
Mexico,MX,Medical,Doctoralia México,https://play.google.com/store/apps/details?id=com.one_mobile&hl=en_IN,Doctoralia - Mexico on the App Store
Mexico,MX,Medical,Teladoc Health México,https://play.google.com/store/apps/details?id=com.ith.patient&hl=en_IN,https://apps.apple.com/in/app/teladoc-health-patient/id1234068517
Mexico,MX,Hotels,Booking.com,https://play.google.com/store/apps/details?id=com.booking&hl=en,https://apps.apple.com/us/app/booking-com-hotels-travel/id367003839
Mexico,MX,Hotels,Expedia,https://play.google.com/store/apps/details?id=com.expedia.bookings&hl=en_IN,https://apps.apple.com/in/app/expedia-travel-hotel-flight/id427916203
Mexico,MX,Weather,Windy.com,https://play.google.com/store/apps/details?id=com.windyty.android&hl=en,https://apps.apple.com/us/app/windy-com-weather-radar/id1161387262
Mexico,MX,Weather,AccuWeather,https://play.google.com/store/apps/details?id=com.accuweather.android&hl=en_IN,https://apps.apple.com/in/app/accuweather-weather-forecast/id300048137
Mexico,MX,communication,WhatsApp,https://play.google.com/store/apps/details?id=com.whatsapp&hl=en_IN,https://apps.apple.com/in/app/whatsapp-messenger/id310633997
Mexico,MX,communication,Viber,https://play.google.com/store/apps/details?id=com.viber.voip&hl=en_IN,https://apps.apple.com/in/app/rakuten-viber-messenger/id382617920
Mexico,MX,Food,Rappi,https://play.google.com/store/apps/details?id=com.grability.rappi&hl=en_IN,https://apps.apple.com/in/app/rappi-deliveries-in-minutes/id984044296
Mexico,MX,Food,Uber Eats,https://play.google.com/store/apps/details?id=com.ubercab.eats&hl=en_IN,https://apps.apple.com/in/app/uber-eats-food-groceries/id1058959277
Mexico,MX,Payments,PayPal,https://play.google.com/store/apps/details?id=com.paypal.android.p2pmobile&hl=en_IN,https://apps.apple.com/in/app/paypal-send-manage-pay/id283646709
Mexico,MX,Payments,BBVA México,https://play.google.com/store/apps/details?id=com.bancomer.mbanking&hl=en_IN,https://apps.apple.com/in/app/bbva-m%C3%A9xico/id374824226
Greece,GR,Travel,FREENOW,https://play.google.com/store/apps/details?id=taxi.android.client&hl=en,https://apps.apple.com/us/app/freenow-taxi-and-more/id357852748
Greece,GR,Travel,Google Maps,https://play.google.com/store/apps/details?id=com.google.android.apps.maps&hl=en,https://apps.apple.com/in/app/google-maps-transit-food/id585027354
Greece,GR,Medical,doctoranytime,https://play.google.com/store/apps/details?id=com.doctoranytime.app&hl=en,https://apps.apple.com/us/app/doctoranytime/id1555253814
Greece,GR,Medical,Diagnosou,https://play.google.com/store/apps/details?id=com.revotech.diagnosou&hl=en,
Greece,GR,Hotels,Omio,https://play.google.com/store/apps/details?id=com.goeuro.rosie&hl=en,https://apps.apple.com/in/app/omio-train-bus-and-flight/id885372509
Greece,GR,Hotels,Airbnb,https://play.google.com/store/apps/details?id=com.airbnb.android&hl=en,https://apps.apple.com/in/app/airbnb/id401626263
Greece,GR,Weather,Weather & Radar – Storm Radar,https://play.google.com/store/apps/details?id=de.wetteronline.wetterapp&hl=en,
Greece,GR,Weather,Greece Weather,https://play.google.com/store/apps/details?id=com.accuweather.android&hl=en,https://apps.apple.com/us/app/weather/id1069513131
Greece,GR,communication,WhatsApp,http://play.google.com/store/apps/details?id=com.whatsapp&hl=en,https://apps.apple.com/in/app/whatsapp-messenger/id310633997
Greece,GR,communication,Viber,https://play.google.com/store/apps/details?id=com.viber.voip&hl=en,https://apps.apple.com/in/app/rakuten-viber-messenger/id382617920
Greece,GR,Food,efood,https://play.google.com/store/apps/details?id=com.venturegeeks.efood&hl=en,https://apps.apple.com/in/app/efood-delivery-food-grocery/id621353976
Greece,GR,Food,Wolt,https://play.google.com/store/apps/details?id=com.wolt.android&hl=en,https://apps.apple.com/in/app/wolt-delivery-food-and-more/id943905271
Greece,GR,Payments,Revolut,https://play.google.com/store/apps/details?id=com.revolut.business&hl=en,https://apps.apple.com/in/app/revolut-mobile-finance/id932493382
Austria,AT,Travel,Alpha Travel Austria,https://play.google.com/store/apps/details?id=com.stoxline.alphatravel.austria&hl=en,
Austria,AT,Travel,WienMobil,https://play.google.com/store/apps/details?id=at.wienerlinien.wienmobillab&hl=en,https://apps.apple.com/in/app/wienmobil/id1107918142
Austria,AT,Medical,Diagnosia,https://play.google.com/store/apps/details?id=com.diagnosia.fachinformation&hl=en,
Austria,AT,Medical,Redcare: Online Pharmacy,https://play.google.com/store/apps/details?id=shop.shop_apotheke.com.shopapotheke&hl=en,
Austria,AT,Hotels,B&B Hotels,https://play.google.com/store/apps/details?id=com.bbhotel.android&hl=en,
Austria,AT,Hotels,IHG One Rewards,https://play.google.com/store/apps/details?id=com.ihg.apps.android&hl=en,https://apps.apple.com/in/app/ihg-hotels-rewards/id368217298
Austria,AT,Weather,Weather & Radar – Storm Radar,https://play.google.com/store/apps/details?id=de.wetteronline.wetterapp&hl=en,
Austria,AT,Weather,Austria Weather,https://play.google.com/store/apps/details?id=de.wetteronline.wetterapp&hl=en,
Austria,AT,communication,WhatsApp Messenger,https://play.google.com/store/apps/details?id=com.whatsapp&hl=en,https://apps.apple.com/in/app/whatsapp-messenger/id310633997
Austria,AT,communication,Telegram ,https://play.google.com/store/apps/details?id=org.telegram.messenger&hl=en,https://apps.apple.com/in/app/telegram-messenger/id686449807
Austria,AT,Food,foodora: Food & Groceries,https://play.google.com/store/apps/details?id=se.onlinepizza&hl=en,
Austria,AT,Food,Lieferando,https://play.google.com/store/apps/details?id=com.yopeso.lieferando&hl=en,https://apps.apple.com/in/app/lieferando-de/id419724490
Austria,AT,Payments,Google Wallet,https://play.google.com/store/apps/details?id=com.google.android.apps.walletnfcrel&hl=en,https://apps.apple.com/in/app/lieferando-de/id419724490
Austria,AT,Payments,Bank Austria MobileBanking,https://play.google.com/store/apps/details?id=com.bankaustria.android.bn&hl=en,
Portugal,PT,Travel,Comboios de Portugal,https://play.google.com/store/apps/details?id=pt.cp.mobiapp&hl=en,https://apps.apple.com/in/app/comboios-de-portugal/id1105415627
Portugal,PT,Travel,Bolt,https://play.google.com/store/apps/details?id=ee.mtakso.client&hl=en,https://apps.apple.com/in/app/bolt-request-a-ride/id675033630
Portugal,PT,Medical,MayDay,https://play.google.com/store/apps/details?id=love.mayday.app&hl=en,https://apps.apple.com/in/app/hay-day/id506627515
Portugal,PT,Hotels,Airbnb,https://play.google.com/store/apps/details?id=com.airbnb.android&hl=en,https://apps.apple.com/in/app/airbnb/id401626263
Portugal,PT,Weather,Weather & Radar – Storm Radar,https://play.google.com/store/apps/details?id=de.wetteronline.wetterapp&hl=en,
Portugal,PT,communication,WhatsApp,https://play.google.com/store/apps/details?id=com.whatsapp&hl=en,https://apps.apple.com/us/app/whatsapp-messenger/id310633997
Portugal,PT,communication,Telegram,https://play.google.com/store/apps/details?id=org.telegram.messenger&hl=en,https://apps.apple.com/us/app/telegram-messenger/id686449807
Portugal,PT,Food,Glovo,https://play.google.com/store/apps/details?id=com.glovo&hl=en,https://apps.apple.com/us/app/glovo-food-delivery-takeaway/id951812684
